Item,Description,Type,Lot No.,Exp Date,Cost,Quantity On Hand,Quantity On Sales Order,Quantity On Purchase Order,U/M
Service Products:Service Parts:KT Oring Kit,Uniper E7/E9 Oring Kit,Inventory Part,,, 0.00 ,0.00,0.00,0.00,Set (set)
Service Products:Service Parts:PT-65-R13VAI,Power Supply Board,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Pump Service,"Uniper Pump Motor (fr: WP21B, 0160820193554)",Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Pump Wheel Assmbly,LP Pump Wheel Assembly - KEEPSAFE,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0001,Halogen Lamp 6V 10W,Inventory Part,,," 1,500.00 ",-2.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0004,Filter,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0005,Tubings,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0006,Halogen Lamp 6V 20W,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0007,Chemwell Photometer Spare Kit,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0008,Biosystems BTS350 Peristaltic Pump Tube,Inventory Part,,, 985.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0009,Probe from M7 Machine,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0010,Convergys Board,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0011,Convergys Pinch Valve from Machine (SN: 2179),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0012,Mindray Rinse Sensor,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0013,Mindray Diluent Sensor,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0014,Mindray BC1800 RBC Bath,Inventory Part,,, 0.00 ,-1.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0016,Uniper E9 Y Axis FFC Cable (Pulled-out from Machine SN: 31187478),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0017,Uniper E9 Z Axis FFC Cable (Pulled-out from Machine SN: 31187478),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0018,Uniper E9 Interface Board (Pulled-out from Machine SN: 31187478),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0019,Mindray Two way valve,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Service-0020,Uniper E9 Fully Automated Chemistry Analyzer,Inventory Part,31187478 - LACKING PARTS,, 0.00 ,1.00,0.00,0.00,unit (unit)
Service Products:Service Parts:TBX1215,Icubio Board (control board),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Waste Tubing,Uniper WP21B Waste Tubing (From E7/E9 Service Kit),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:WP21B Lamp Assemby,Uniper WP21B Lamp Assembly - FOR HOLY NAME OF JESUS,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Parts:Z-Axis Motor Belt,Uniper E7/E9 Z-Axis Motor Belt from old machine unit (SN451506329),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Service Products:Service Tools,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Service Products:Service Tools:Anemometer (16100009),Anemometer (16100009),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Service Products:Service Tools:Barcode Scanner (YGD944),Zebra USB Laser Barcode Scanner(SN:YGD944),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Service Products:Service Tools:TES-1332A (151003391),TES-1332A Digital Light Meter (151003391),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Service Products:Service Tools:TES-1357 (151100849),TES-1357 Precision Sound Level Meter (151100849),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Shenyang Products,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Shenyang Products:Roundfin 7607200000,Roundfin Embedding Heating Sample HS Code 7607200000,Inventory Part,,,,0.00,0.00,0.00,pc (pc)
Trulab Products,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Trulab Products:10Para (RR-00402),Urine Test Strips 100/box  (RR-00402),Inventory Part,,, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Trulab Products:AHG (433117-B2, 2025-10-09)",Lorne AHG 10ml,Inventory Part,433117-B2,2025-10-09, 667.41 ,0.00,0.00,0.00,bottle (bottle)
Trulab Products:CN000102,Trulab Lavander Top (Edta) Test Tube ; 2ml,Inventory Part,,, 406.25 ,0.00,0.00,0.00,box (box)
Trulab Products:CN000127,Trulab Specimen Container Stool,Inventory Part,,, 6.89 ,0.00,0.00,0.00,pc (pc)
"Trulab Products:Covid19(58351S1AC,2026-01-25)",SD COVID-19 Ag 25T,Inventory Part,58351S1AC,2026-01-25,"4,783.16071",0.00,0.00,0.00,kit (kit)
Trulab Products:Digisystem (CTD3-21050174),Digisystem Clinical Centrifuge 12 Player (CTD3-21050174),Inventory Part,,," 22,893.75 ",0.00,0.00,0.00,unit (unit)
Trulab Products:Digital Thermometer,"Digital Thermometer and Humidity Meter, with Clock and Calendar",Inventory Part,,," 2,875.00 ",1.00,0.00,0.00,unit (unit)
Trulab Products:ESR,ESR Pippete 100pcs,Inventory Part,,,"1,339.285",0.00,0.00,0.00,box (box)
Trulab Products:FOB,Wonfu Rapid Test Fecal Occult Blood Test 25T,Inventory Part,,," 2,415.00 ",0.00,0.00,0.00,box (box)
Trulab Products:Green Top Glass,TR Green Top Glass 4ml,Inventory Part,,, 475.00 ,0.00,0.00,0.00,pc (pc)
"Trulab Products:Hematoxylin (M34B14,2026-07-30)","Hematoxylin Solution (Harris), 1L, Brand; BASO Taiwan",Inventory Part,M34B14,2026-07-30," 4,017.86 ",1.00,0.00,0.00,bottle (bottle)
Trulab Products:Innoculation (33210010D),"TR Innoculation Loop, 10ul, Blue, Sterile, 100pcs/box",Inventory Part,,,464.28571,0.00,0.00,0.00,box (box)
Trulab Products:Innoculation Loop,Trulab Innoculation Loop 10ul Sterile,Inventory Part,,, 430.00 ,0.00,0.00,0.00,Pack (pck)
Trulab Products:Insight Consumbales,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
"Trulab Products:Insight Consumbales:U031-105 (URS7020063,2019-05)","U031-105 Insight Urinalysis Reagent Strips, 10u (URS7020063,2019-05)",Inventory Part,,, 0.00 ,0.00,0.00,0.00,box (box)
Trulab Products:Insight Equipment,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Trulab Products:Insight Equipment:U500 (297E0000BF9),Insight U500 Urine Analyzer (297E0000BF9),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Trulab Products:Insight Equipment:U500 (297J100281C),Insight U500 Urine Analyzer,Inventory Part,297J100281C,, 0.00 ,1.00,0.00,0.00,unit (unit)
Trulab Products:Insight Equipment:U500 (297J100281D),Insight U500 Urine Anlayzer,Inventory Part,297J100281D,, 0.00 ,1.00,0.00,0.00,unit (unit)
"Trulab Products:LISS (480121-B6, 2025-07-27)",Lorne LISS 10ml,Inventory Part,480121-B6,2025-07-27, 667.41 ,0.00,0.00,0.00,bottle (bottle)
Trulab Products:Microtainer Tube,Trulab Microtainer Tube 50s,Inventory Part,,, 343.75 ,0.00,0.00,0.00,Pack (pck)
"Trulab Products:NS1(5013161AC, 2024-01-05)","SD Dengue NS1 25T (5013161AC, 2024-01-05)",Inventory Part, - EXPIRED,,"4,825.89333",0.00,0.00,0.00,kit (kit)
Trulab Products:NSI Combo,Dengue Combo NS1/ IgG/ IgM 10/box (RR-00337),Inventory Part,,," 2,566.96 ",0.00,0.00,0.00,kit (kit)
Trulab Products:Parafilm (PM-996),"Parafilm M, 4in.x25ft. (USA) (PM-996)",Inventory Part,,," 2,310.00 ",0.00,0.00,0.00,Roll (roll)
Trulab Products:Preg Test,Wonfu Pregnancy Test 25T,Inventory Part,W00120457,2024-04-13,696.42857,0.00,0.00,0.00,box (box)
"Trulab Products:PregTest(W00120345, 2024-03-17)","Wonfu Pregnancy Test 20T (W00120345, 2024-03-17)",Inventory Part,,, 696.43 ,0.00,0.00,0.00,kit (kit)
Trulab Products:Supplies and Reagents,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Trulab Products:Supplies and Reagents:Blue Tips,"Blue Tips, Eppendorf with crown, 1000ul",Inventory Part,,,272.32143,2.00,2.00,0.00,Pack (pck)
Trulab Products:Supplies and Reagents:Blue Top,"Branden Blue Top,Glass, 3.2% Sodium Citrate, 1.8ml, 100tubes/box",Inventory Part,20240614,2027-06-13, 421.43 ,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Innoculation - Blue,"Trulab Innoculation Loop, 10ul, Blue, Sterile, 100pcs/box",Inventory Part,,,464.28571,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Innoculation - Neutral,"Trulab Innoculation Loop, 1ul, Neutral, Sterile, 100pcs/box",Inventory Part,,,464.28571,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:PIP-RBC,"RBC Pipette, Brand",Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Trulab Products:Supplies and Reagents:PIP-WBC,"WBC Pipette, Brand",Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Trulab Products:Supplies and Reagents:Purple Top,"Branden Purple Top, Edta, K3, Glass 5ml, 100tubes/box",Inventory Part,,, 406.25 ,1.00,1.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Purple Top EDTA K2,"Purple Top, EDTA K3, 0.5ml 100Tubes",Inventory Part,,, 343.75 ,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Purple Top K2,"Branden Purple Top, Edta, K2, PS, 2ml 100tubes/box",Inventory Part,,, 400.00 ,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Purple Top K2 PS,"Branden Purple Top, Edta, K2, PS, 2ml 100tubes/box (2020-10-14)",Inventory Part,,, 280.00 ,0.00,0.00,0.00,box (box)
Trulab Products:Supplies and Reagents:Red Top,"Branden Red Top, Plain, Glass 5ml, 100tubes/box",Inventory Part,,, 406.25 ,1.00,1.00,0.00,box (box)
"Trulab Products:Supplies and Reagents:Test Tube Rack, 40 Placer","Trulab Test Tube Rack, 40 Placer",Inventory Part,,, 406.25 ,0.00,0.00,0.00,pc (pc)
Trulab Products:Supplies and Reagents:Trulab Stool Container,"Trulab Stool Container, Non Sterile, 30ml",Inventory Part,,, 5.35 ,0.00,0.00,0.00,pc (pc)
"Trulab Products:Supplies and Reagents:Tube Rack, 90 Placer","TR Test Tube Rack, 90 Placer",Inventory Part,,, 455.00 ,0.00,0.00,0.00,pc (pc)
Trulab Products:Supplies and Reagents:Yellow Tips,"Yellow Tips, Eppendorf with crown, 200ul",Inventory Part,,,277.67857,4.00,4.00,0.00,Pack (pck)
Trulab Products:Test Tubes,TR Test Tubes 3ml,Inventory Part,FOR MENTAL 02/14/2023 - 100pcs,FOR MENTAL 02/14/2023- 100pcs,3.26786,180.00,0.00,0.00,pc (pc)
Trulab Products:Trop I,Wonfu Rapid Test Troponin I 25T,Inventory Part,,," 4,310.00 ",0.00,0.00,0.00,kit (kit)
"Trulab Products:Typhi (TY22060013, 2024-05-31)",TR Typhidot 25's,Inventory Part,TY22060013,2024-05-31," 6,468.75 ",0.00,0.00,0.00,box (box)
Trulab Products:Urine Container,Trulab Urine Container Non-Sterile 30ml - CARMEN,Inventory Part,,,5.625,0.00,0.00,0.00,pc (pc)
"Trulab Products:UrineSt(URS2040009, 2024-04-02)","TR Urine Test Strips 100/box (URS2040009, 2024-04-02)",Inventory Part,,, 718.75 ,0.00,0.00,0.00,kit (kit)
Uniper Products,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Uniper Products:Barcode of Microbiology,Uniper Barcode of Microbiology,Inventory Part,,,,0.00,0.00,0.00,unit (unit)
Uniper Products:E7/E9 Washer Pin,Uniper E7/E9 Washer Pin,Inventory Part,,," 1,300.00 ",8.00,0.00,0.00,pc (pc)
Uniper Products:E9 Power Supply,Uniper E9 Power Supply,Inventory Part,,," 28,000.00 ",6.00,0.00,0.00,pc (pc)
Uniper Products:Uniper Consumables,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Uniper Products:Uniper Consumables:E9 REAGENT,Uniper E9 Reagent bottle (small),Inventory Part,,, 29.25 ,33.00,20.00,0.00,bottle (bottle)
Uniper Products:Uniper Consumables:LG Cuvettes (171010),Render LG Paber Cuvettes (171010),Inventory Part,,, 0.00 ,0.00,0.00,0.00,box (box)
Uniper Products:Uniper Consumables:P12.15.500032-00,Uniper E7/E9 Service Kit,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Uniper Products:Uniper Consumables:PA50 Cuvettes,PA50 Cuvettes,Inventory Part,,, 7.00 ,93.00,0.00,0.00,pc (pc)
Uniper Products:Uniper Consumables:PA50 Tips,"Genrui PA50 Tips, 50pcs",Inventory Part,,, 0.00 ,44.00,0.00,0.00,Pack (pck)
Uniper Products:Uniper Consumables:Yellow Tips,Uniper Yellow Tips,Inventory Part,,, 0.10 ,50.00,0.00,0.00,Pack (pck)
Uniper Products:Uniper Equipments,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
Uniper Products:Uniper Equipments:(0750410140377),Uniper KT6400 Hematology Analyzer,Inventory Part,0750410140377,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193313,Uniper WP21B Semi Chemistry Analyzer 0160424193313,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193313:WP21B (0160105214038),Uniper WP21B Semi Chemistry Analyzer (0160105214038),Inventory Part,,," 61,750.00 ",0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193318,Uniper WP21B Semi Chemistry Analyzer 0160424193318,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193319,Uniper WP21B Semi Chemistry Analyzer 0160424193319,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193320,Uniper WP21B Semi Automated Chemistry Analyzer SN: 0160424193320,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193340,Uniper WP21B Semi Chemistry Analyzer 0160424193340,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193346,Uniper WP21B Semi Chemistry Analyzer 0160424193346,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193348,Uniper WP21B Semi Chemistry Analyzer 0160424193348,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160424193349,Uniper WP21B Semi Chemistry Analyzer 0160424193349,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193506,Uniper WP21B Semi Chemistry Analyzer 0160820193506,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193508,Uniper WP21B Semi Chemistry Analyzer 0160820193508,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193532,Uniper WP21B Semi Chemistry Analyzer 0160820193532,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193543,Uniper WP21B Semi Chemistry Analyzer 0160820193543,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193554,Uniper WP21B Semi Chemistry Analyzer 0160820193554,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193557,Uniper WP21B Semi Chemistry Analyzer 0160820193557,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193562,Uniper WP21B Semi Chemistry Analyzer 0160820193562,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:0160820193563,Uniper WP21B Semi Chemistry Analyzer 0160820193563,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:7010101006 (5-50ul),Uniper Dragonlab Pipettor 5-50ul,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:7010101008 (10-100ul),Uniper Dragonlab Pipettor 10-100ul,Inventory Part,,," 2,275.00 ",0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:7010101014 (100-1000ul),Uniper Dragonlab Pipettor 100-1000ul,Inventory Part,,," 2,275.00 ",0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:BC32 (18070010C),Uniper BC32 Blood Culture System,Inventory Part,18070010C - OLD UNIT,, 0.00 ,1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:BC32 (18070011C),Uniper BC32 (18070011C),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:BC32 (18070054C),Uniper BC32 Blood Culture System(18070054C),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:BC32 (18070055C),Uniper BC32 Blood Culture System(18070055C),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:BC32 (18070056C),Uniper BC32 Blood Culture System(18070056C),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041716009),Uniper DF51 (G11041716009),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041739001),Uniper DF51 (G11041739001),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041819024),Uniper DF51 (G11041819024),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041819025),Uniper DF51- BACOLOD,Inventory Part,G11041819025 - BACOLOD,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041819026),Uniper DF51 (G11041819026),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849007),Uniper DF51 - DEFECTIVE,Inventory Part,G11041849007 - DEFECTIVE,, 0.00 ,1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849008),Uniper DF51 (G11041849008),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849009),Uniper DF51 (G11041849009),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849010),Uniper DF51 (G11041849010),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849011),Uniper DF51 (G11041849011),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849012),Uniper DF51 (G11041849012),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849013),Uniper DF51 (G11041849013),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849014),Uniper DF51 (G11041849014),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849015),Uniper DF51 (G11041849015),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849016),Uniper DF51 (G11041849016),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849017),Uniper DF51 - DEFECTIVE,Inventory Part,G11041849017 - DEFECTIVE,, 0.00 ,1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849018),Uniper DF51 (G11041849018),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849019),Uniper DF51 (G11041849019),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849020),Uniper DF51 (G11041849020),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849021),Uniper DF51 (G11041849021),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849022),Uniper DF51 (G11041849022),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849023),Uniper DF51 (G11041849023) - No Diluent Tubing,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849024),Uniper DF51 (G11041849024),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849025),Uniper DF51 (G11041849025),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (G11041849026),Uniper DF51 (G11041849026),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 (Start-up Kit),Uniper DF51 (Start-up Kit),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DF51 Maintenance kit,Uniper DF51 Maintenance kit,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DH71 (G11051716001),Uniper DH71 (G11051716001),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DH71 (G11051738001),Uniper DH71 (G11051738001),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:DH71 (G11051829013),Uniper DH71,Inventory Part,G11051829013,, 0.00 ,1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (003E924095102),Uniper E9 Fully Auto Chemistry Analyzer,Inventory Part,003E924095102,," 280,000.00 ",1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (003E924095103),Uniper E9 Fully Auto Chemistry Analyzer,Inventory Part,003E924095103,," 280,000.00 ",1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (003E924095104),Uniper E9 Fully Auto Chemistry Analyzer,Inventory Part,003E924095104,," 280,000.00 ",0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (003E924095105),Uniper E9 Fully Auto Chemistry Analyzer,Inventory Part,003E924095105,," 280,000.00 ",1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (003E924095106),Uniper E9 Fully Auto Chemistry Analyzer,Inventory Part,003E924095106,," 280,000.00 ",0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (31177219),Uniper i-Magic E9 Fully Automated Chemistry Analyzer,Inventory Part,31177219 - OLD,, 0.00 ,1.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (31177221),Uniper i-Magic E9 Fully Automated Chemistry Analyzer (31177221),Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
Uniper Products:Uniper Equipments:E9 (31187385),Uniper i-Magic E9 Fully Automated Chemistry Analyzer (31187385) for REPAIR,Inventory Part,,, 0.00 ,0.00,0.00,0.00,unit (unit)
